"" "" "z1"
"1" 0.0372700451309261 -0.461190342072812 0.00809903633780777
"2" 1.43191019179514 0.841846579282403 -0.0462140953633934
"3" 0.550518868852359 -0.475991984843744 -0.0354289310518652
"4" 0.445116347863451 1.45767363523602 0.029760456783697
"5" -0.449019915157781 0.277494841399149 -0.0137964720837772
"6" -0.060927185819926 1.2413902368215 0.0614481666591019
"7" 1.48269964477885 0.973670007419509 0.00171454483643174
"8" 1.0516962791987 1.31407808588827 -0.0791585219092667
"9" 1.26090829032764 -0.106452788950667 0.076956450752914
"10" 1.27022774317728 1.27407091184584 -0.0553899887017906
"11" 1.13812215749495 -0.167110157621255 0.0306952531449497
"12" 0.1371575002636 1.49638775310009 -0.0980776408687234
"13" -0.304993041860289 0.929477741409039 0.0766036769375205
"14" 1.55976857918232 0.700638891630865 -0.0480153350159526
"15" -0.416456666650384 0.569975512279893 0.0398006450384855
"16" -0.382714537164799 0.86333376244128 0.0950106417760253
"17" -0.389230849291295 0.800179381336209 -0.0215634091757238
"18" 1.55044917964879 0.556506322049469 -0.0438011049292982
"19" 0.108222106181235 1.34049505081713 -0.0534436602611095
"20" 1.4036128168126 0.863361687309254 0.0999543498735875
"21" 1.55117400908811 0.210555411390832 0.0320236864499748
"22" 0.766343063168144 -0.463515903903927 0.0121620386838913
"23" 1.54281634794748 0.815512763390494 0.0215252376627177
"24" -0.508470100382851 0.388701863532708 -0.0164810535032302
"25" 1.42868046528015 0.659681281867111 -0.0261229329742491
"26" -0.138281893317416 -0.258679462743555 -0.0194451345596462
"27" 1.49776427668159 0.647919337668117 -0.0973450911697
"28" 0.50569195596878 1.49889100155956 -0.0428319639060646
"29" 0.0332344932342622 -0.319648030987962 0.0483515582513064
"30" 1.10695851200839 -0.188252552346231 -0.00039083431474865
"31" -0.382435418194963 1.09435746850129 -0.0970743112266064
"32" 0.104615573566463 -0.415863680360554 0.0223263782449067
"33" 1.38016066617497 0.193596273988842 0.0316978306509554
"34" -0.27443335407052 1.15247290447283 0.0843035588506609
"35" -0.400666759427731 0.217283300162595 0.00805521332658828
"36" -0.243365753774493 1.02925777477674 -0.0334609633311629
"37" 0.827025572302959 -0.36097023695319 0.007492321357131
"38" 0.566731502277946 -0.428830093679863 -0.0255985842086375
"39" 1.01605648447347 1.30129119449384 0.0644059672486037
"40" -0.411601837426491 0.890250302893978 -0.0759725897572935
"41" -0.110880160611226 1.34542136329263 0.0955696763470769
"42" 1.25026671993619 1.22421818511035 0.0803348880261183
"43" 1.33922328271218 0.920344739578138 0.0389389757532626
"44" -0.277033652830977 1.08465324975162 0.0382654786575586
"45" 0.325123872289566 -0.57365011626796 -0.0826421185862273
"46" -0.486565745614369 0.325997906346603 -0.0485272805672139
"47" 0.595942673020819 -0.438530807203415 0.0859332388266921
"48" 0.941400585855684 -0.435722814901668 0.0744872512761504
"49" 1.38961839758947 -0.117159117990637 0.0111939567141235
"50" 0.445879078171223 1.57650242968114 0.0552905066870153
"51" 1.34834010578719 -0.110852656418421 -0.0345788653474301
"52" -0.368672305880757 1.17053360712086 0.082735556922853
"53" -0.181653658371075 -0.349298781666533 0.0172109964769334
"54" 1.11541508385367 1.35267591153023 -0.0720255591906607
"55" 1.09443117923827 1.38755779355246 -0.0867895999923348
"56" 0.604339629881177 1.43148521191088 0.0415068150963634
"57" -0.253739595842907 -0.172098606208755 -0.0224865271244198
"58" -0.464756323461304 0.80559044364607 -0.0779860804788768
"59" 0.816957599110025 -0.504087317259062 0.0207971152849495
"60" 0.414669408250673 1.59522763112057 0.0578708924818784
"61" 0.406848236950278 1.58782933882395 -0.0482392263133079
"62" 0.663495556225659 -0.561244091617837 0.0785103279165924
"63" -0.330962487909744 1.12104303464914 0.0813157696742564
"64" 1.14595420331578 -0.170954410675521 -0.0897333217319101
"65" 1.15694137275904 -0.275430866928175 -0.0456123024225235
"66" 1.10268862595812 -0.364893414682588 0.0341765156947076
"67" -0.281808146843744 1.10801782333364 -0.0734571983106434
"68" -0.145269134670072 -0.270646752106881 -0.0700612408109009
"69" 0.349074669802259 1.54329153917048 0.0304741831962019
"70" 0.019179305262031 -0.376190038915843 0.0263108802493662
"71" 1.4364499306844 0.725584431871779 -0.0663398283999413
"72" 1.37868749497199 0.862161257103941 -0.0135529024526477
"73" 0.348584008369546 -0.478969473075012 0.0989125361200422
